,BusNum,LoadID,LoadStatus,GenAGCAble,LoadSMW,LoadSMVR,LoadIMW,LoadIMVR,LoadZMW,LoadZMVR,DistStatus,DistMWInput,DistMvarInput,Interruptible,GenMWMax,GenMWMin,LoadModelGroup,AreaNum,ZoneNum,BANumber,OwnerNum,EMSType,EMSDeviceID,DataMaintainerAssign,AllLabels
0,10001,1 ,Closed,YES,9.63599979877471924000,2.53749359399080276000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
1,10002,1 ,Closed,YES,15.02639949321746830000,5.92181421816349030000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
2,10002,2 ,Closed,YES,0.95520000904798507700,0.11617401614785194400,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
3,10003,1 ,Closed,YES,13.88159990310668940000,0.94185797497630119300,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
4,10003,2 ,Closed,YES,0.50639999099075794200,0.15222536167129874200,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
5,10005,1 ,Closed,YES,7.00080022215843201000,1.54636539518833160000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
6,10005,2 ,Closed,YES,3.44640016555786133000,1.19912540540099144000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
7,10006,1 ,Closed,YES,13.44240009784698490000,1.28013864159584045000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
8,10009,1 ,Closed,YES,16.82160049676895140000,2.59376745671033859000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
9,10010,1 ,Closed,YES,33.49199891090393070000,15.14489352703094480000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
10,10011,1 ,Closed,YES,32.02320039272308350000,8.17110389471054077000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
11,10013,1 ,Closed,YES,57.79200196266174320000,30.06475269794464110000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
12,10015,1 ,Closed,YES,25.01280009746551510000,11.79804354906082150000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
13,10017,1 ,Closed,YES,25.89359879493713380000,7.16114342212677002000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
14,10018,1 ,Closed,YES,24.24239963293075560000,6.17164410650730133000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
15,10018,2 ,Closed,YES,0.22319999989122152300,0.02101091231452301140,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
16,10020,1 ,Closed,YES,53.35199832916259770000,4.54395264387130737000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
17,10021,1 ,Closed,YES,8.99040028452873230000,2.12648417800664902000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
18,10022,1 ,Closed,YES,43.95599961280822750000,15.27171581983566280000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
19,10022,2 ,Closed,YES,4.23359982669353485000,0.64480528235435485800,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
20,10024,1 ,Closed,YES,43.95599961280822750000,8.97294506430625916000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
21,10025,1 ,Closed,YES,30.88800013065338130000,12.76137828826904300000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
22,10026,1 ,Closed,YES,18.39359998703002930000,4.90720830857753754000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
23,10026,2 ,Closed,YES,0.25440000463277101500,0.06555811851285398010,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
24,10028,1 ,Closed,YES,32.22720026969909670000,12.72120922803878780000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
25,10029,1 ,Closed,YES,32.22720026969909670000,1.85035802423954010000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
26,10031,1 ,Closed,YES,33.75599980354309080000,5.79970888793468475000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
27,10031,2 ,Closed,YES,6.04560002684593201000,1.38207888230681419000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
28,10032,1 ,Closed,YES,33.75599980354309080000,2.89461351931095123000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
29,10032,2 ,Closed,YES,7.73999989032745361000,2.78069470077753067000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
30,10033,1 ,Closed,YES,59.04600024223327640000,6.96451663970947266000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
31,10035,1 ,Closed,YES,59.04600024223327640000,42.64610111713409420000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
32,10037,1 ,Closed,YES,58.28880071640014650000,11.32338717579841610000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
33,10038,1 ,Closed,YES,36.58919930458068850000,13.16746026277542110000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
34,10040,1 ,Closed,YES,36.58919930458068850000,12.72388398647308350000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
35,10040,2 ,Closed,YES,6.98160007596015930000,0.96954377368092536900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
36,10041,1 ,Closed,YES,20.07600069046020510000,9.93246510624885559000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
37,10042,1 ,Closed,YES,57.89039731025695800000,10.64752861857414250000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
38,10042,2 ,Closed,YES,1.35599998757243156000,0.71475398726761341100,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
39,10044,1 ,Closed,YES,37.54320144653320310000,1.73937678337097168000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
40,10045,1 ,Closed,YES,21.91919982433319090000,12.67463266849517820000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
41,10045,2 ,Closed,YES,3.42959985136985779000,0.23584733717143535600,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
42,10047,1 ,Closed,YES,45.75960040092468260000,5.94376772642135620000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
43,10048,1 ,Closed,YES,45.75960040092468260000,10.24479046463966370000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
44,10052,1 ,Closed,YES,17.50559955835342410000,1.93600933998823166000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
45,10053,1 ,Closed,YES,43.67760121822357180000,4.56278771162033081000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
46,10054,1 ,Closed,YES,35.33760011196136470000,14.21398520469665530000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
47,10054,2 ,Closed,YES,7.98240005970001221000,1.91242378205060959000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
48,10055,1 ,Closed,YES,17.56799966096878050000,5.15683293342590332000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
49,10058,1 ,Closed,YES,43.93320083618164060000,8.13749283552169800000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
50,10060,1 ,Closed,YES,43.93320083618164060000,27.61803567409515380000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
51,10061,1 ,Closed,YES,48.39839935302734380000,18.17078441381454470000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
52,10061,2 ,Closed,YES,2.67600007355213165000,0.54420311935245990800,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
53,10064,1 ,Closed,YES,36.24359965324401860000,9.30337607860565186000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
54,10065,1 ,Closed,YES,36.24359965324401860000,4.40430343151092529000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
55,10065,2 ,Closed,YES,10.01520007848739620000,2.41298768669366837000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
56,10069,1 ,Closed,YES,58.85519981384277340000,14.47888910770416260000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
57,10070,1 ,Closed,YES,11.07359975576400760000,0.15806385781615972500,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
58,10071,1 ,Closed,YES,38.37000131607055660000,10.33771187067031860000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
59,10073,1 ,Closed,YES,38.37000131607055660000,20.18281221389770510000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
60,10075,1 ,Closed,YES,14.71920013427734380000,4.64407615363597870000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
61,10076,1 ,Closed,YES,25.30800104141235350000,2.81045343726873398000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
62,10076,2 ,Closed,YES,2.65679992735385895000,0.16682841815054416700,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
63,10077,1 ,Closed,YES,28.45920026302337650000,7.92748257517814636000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
64,10079,1 ,Closed,YES,55.86000084877014160000,12.50624656677246090000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
65,10083,1 ,Closed,YES,22.32480049133300780000,8.76625850796699524000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
66,10085,1 ,Closed,YES,37.70399987697601320000,4.47707884013652802000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
67,10085,2 ,Closed,YES,3.15360017120838165000,1.39700388535857201000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
68,10087,1 ,Closed,YES,10.86720004677772520000,8.58409851789474487000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
69,10089,1 ,Closed,YES,33.23160111904144290000,4.18751761317253113000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
70,10090,1 ,Closed,YES,33.23160111904144290000,6.74513280391693115000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
71,10091,1 ,Closed,YES,37.67040073871612550000,4.70211580395698547000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
72,10092,1 ,Closed,YES,31.46040141582489010000,1.70199312269687653000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
73,10093,1 ,Closed,YES,31.46040141582489010000,11.15520894527435300000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,Closed,0.00000,0.00000,NO ,0.00000000000000000000,0.00000000000000000000,1,1,1,1,,,,,
