,BusNum,BusName,BusNomVolt,BusSlack,BusB:1,BusG:1,BusPUVolt,BusAngle,DCLossMultiplier,AreaNum,ZoneNum,BANumber,OwnerNum,SubNum,Latitude:1,Longitude:1,BusMonEle,LSName,BusVoltLim,BusVoltLimLow:1,BusVoltLimLow:2,BusVoltLimLow:3,BusVoltLimLow:4,BusVoltLimHigh:1,BusVoltLimHigh:2,BusVoltLimHigh:3,BusVoltLimHigh:4,Latitude,Longitude,TopologyBusType,Priority,EMSType,EMSDeviceID,DataMaintainerAssign,AllLabels,GICConductance
0,10001,NEAH BAY 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01164094570831553000,-39.84360134866513900000,1.00000000000000000000,1,1,1,1,10000,48.241400,-124.577777,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
1,10002,FORKS 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01702522251362182000,-37.04331854245570810000,1.00000000000000000000,1,1,1,1,10001,47.695555,-124.183645,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
2,10003,OCEAN SHORES 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03144975330228927000,-34.03909848757573540000,1.00000000000000000000,1,1,1,1,10002,47.040041,-124.056969,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
3,10004,WESTPORT 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03245885338122600000,-33.92618234918683840000,1.00000000000000000000,1,1,1,1,10003,46.927528,-124.171950,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
4,10005,WESTPORT 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03240729653021557000,-33.93247115509057470000,1.00000000000000000000,1,1,1,1,10003,46.927528,-124.171950,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
5,10006,LONG BEACH 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02559154669567554000,-35.81663254034546640000,1.00000000000000000000,1,1,1,1,10004,46.316481,-124.061190,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
6,10007,LONG BEACH 1 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02564138071187361000,-35.80849881972476110000,1.00000000000000000000,1,1,1,1,10004,46.316481,-124.061190,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
7,10008,OCEAN PARK 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02431112500507027000,-34.74194439786539590000,1.00000000000000000000,1,1,1,1,10005,46.498255,-123.982546,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
8,10009,OCEAN PARK 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02424587210053741000,-34.75121790305403380000,1.00000000000000000000,1,1,1,1,10005,46.498255,-123.982546,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
9,10010,HOQUIAM 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02301987306237741000,-34.84581024215810880000,1.00000000000000000000,1,1,1,1,10006,47.174349,-123.847397,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
10,10011,PORT ANGELES 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.00738583892173805000,-40.60360553805963950000,1.00000000000000000000,1,1,1,1,10007,48.002536,-123.762001,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
11,10012,ABERDEEN 1 1,345.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03543284275146830000,-32.26523556523422090000,1.00000000000000000000,1,1,1,1,10008,47.164996,-123.663897,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
12,10013,ABERDEEN 1 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02818914051467658000,-34.32706401988281900000,1.00000000000000000000,1,1,1,1,10008,47.164996,-123.663897,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
13,10014,MONTESANO 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02568777117942411000,-34.64117015273144770000,1.00000000000000000000,1,1,1,1,10009,47.188929,-123.686007,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
14,10015,MONTESANO 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02549645946402923000,-34.65427469764686920000,1.00000000000000000000,1,1,1,1,10009,47.188929,-123.686007,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
15,10016,RAYMOND 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02661367153683969000,-32.28402575102960980000,1.00000000000000000000,1,1,1,1,10010,46.655960,-123.614788,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
16,10017,RAYMOND 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02647007835418025000,-32.29926890944940960000,1.00000000000000000000,1,1,1,1,10010,46.655960,-123.614788,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
17,10018,ELMA 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03208943580775814000,-35.37008507460467400000,1.00000000000000000000,1,1,1,1,10011,47.071872,-123.294346,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
18,10019,PORT ANGELES 2 1,345.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03859204009880957000,-36.54082339242092560000,1.00000000000000000000,1,1,1,1,10012,47.987959,-123.331982,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
19,10020,PORT ANGELES 2 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01631766385047650000,-39.07464849992665990000,1.00000000000000000000,1,1,1,1,10012,47.987959,-123.331982,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
20,10021,CATHLAMET 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02711496504656918000,-31.89916383970948390000,1.00000000000000000000,1,1,1,1,10013,46.190358,-123.332028,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
21,10022,SHELTON 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.04053749100580584000,-35.69186596458831670000,1.00000000000000000000,1,1,1,1,10014,47.150371,-123.130049,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
22,10023,SHELTON 2 1,345.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03239502095418190000,-33.23250812115715290000,1.00000000000000000000,1,1,1,1,10015,47.147901,-123.071736,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
23,10024,SHELTON 2 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.04397738504010240000,-35.61297659650563220000,1.00000000000000000000,1,1,1,1,10015,47.147901,-123.071736,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
24,10025,ROCHESTER 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03333723126992161000,-32.72048376641444630000,1.00000000000000000000,1,1,1,1,10016,46.791791,-123.041825,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
25,10026,FRIDAY HARBOR 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01168235764011794000,-41.07288682680580650000,1.00000000000000000000,1,1,1,1,10017,48.626752,-123.037525,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
26,10027,SEQUIM 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.00389973215548478000,-41.07237788364823670000,1.00000000000000000000,1,1,1,1,10018,48.087401,-123.157993,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
27,10028,SEQUIM 1 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.00368979378245560000,-41.08937812509069690000,1.00000000000000000000,1,1,1,1,10018,48.087401,-123.157993,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
28,10029,SEQUIM 2 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.00894774000370102000,-40.45557365704180340000,1.00000000000000000000,1,1,1,1,10019,48.002379,-123.081743,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
29,10030,OLYMPIA 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03723163828889442000,-35.05234216542803690000,1.00000000000000000000,1,1,1,1,10020,47.022846,-123.132450,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
30,10031,OLYMPIA 1 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03706513495532104000,-35.07368242718600020000,1.00000000000000000000,1,1,1,1,10020,47.022846,-123.132450,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
31,10032,OLYMPIA 2 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03075080940032415000,-36.11710885744550130000,1.00000000000000000000,1,1,1,1,10021,47.067281,-123.143333,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
32,10033,LONGVIEW 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01683797028540557000,-32.55794391984718320000,1.00000000000000000000,1,1,1,1,10022,46.127668,-123.010999,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
33,10034,LONGVIEW 2 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01567596883978850000,-32.42600056965495980000,1.00000000000000000000,1,1,1,1,10023,46.146733,-122.989382,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
34,10035,LONGVIEW 2 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01512952024485426000,-32.45475879576743950000,1.00000000000000000000,1,1,1,1,10023,46.146733,-122.989382,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
35,10036,LONGVIEW 2 3,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.01631852821940871000,-32.39303360691717870000,1.00000000000000000000,1,1,1,1,10023,46.146733,-122.989382,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
36,10037,CHEHALIS 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03380332926039409000,-32.09312531655944410000,1.00000000000000000000,1,1,1,1,10024,46.659985,-122.962879,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
37,10038,OLYMPIA 3 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03567339004790737000,-36.40022453707106110000,1.00000000000000000000,1,1,1,1,10025,47.143308,-123.021254,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
38,10039,OLYMPIA 3 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03590909188824520000,-36.38094979927869590000,1.00000000000000000000,1,1,1,1,10025,47.143308,-123.021254,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
39,10040,OLYMPIA 4 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03023795000942719000,-37.08412343090959240000,1.00000000000000000000,1,1,1,1,10026,47.171712,-122.922797,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
40,10041,WINLOCK 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03232282617944149000,-31.34234606726332120000,1.00000000000000000000,1,1,1,1,10027,46.418666,-122.895750,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
41,10042,CENTRALIA 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.03289353270912132000,-33.19005919679121060000,1.00000000000000000000,1,1,1,1,10028,46.754791,-122.848111,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
42,10043,BELFAIR 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02180608107768611000,-38.81102065172539990000,1.00000000000000000000,1,1,1,1,10029,47.453521,-122.926406,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
43,10044,BELFAIR 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02169989005611961000,-38.83483162407872410000,1.00000000000000000000,1,1,1,1,10029,47.453521,-122.926406,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
44,10045,CASTLE ROCK 1 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02278436513952697000,-32.15126208190045530000,1.00000000000000000000,1,1,1,1,10030,46.339390,-122.809116,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
45,10046,OLYMPIA 5 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02228813021074649000,-34.51370951671277960000,1.00000000000000000000,1,1,1,1,10031,46.995509,-122.858057,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
46,10047,OLYMPIA 5 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02213044580946999000,-34.53830024942479330000,1.00000000000000000000,1,1,1,1,10031,46.995509,-122.858057,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
47,10048,OLYMPIA 6 1,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02263759963837653000,-34.48788920025936020000,1.00000000000000000000,1,1,1,1,10032,46.990410,-122.885985,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
48,10049,OLYMPIA 6 2,138.00000000000000000000,NO ,0.00000000000000000000,0.00000000000000000000,1.02284769385713026000,-34.46278225312670430000,1.00000000000000000000,1,1,1,1,10032,46.990410,-122.885985,YES,Default,NO ,BusbarSection,0,,,,,,,,,,,,,,,
