,BusNum,GenID,GenStatus,GenVoltSet,GenRegNum,GenRMPCT,GenAGCAble,GenParFac,GenMWSetPoint,GenMWMax,GenMWMin,GenEnforceMWLimits,GenAVRAble,GenMvrSetPoint,GenMVRMax,GenMVRMin,GenUseCapCurve,GenWindControlMode,GenWindPowerFactor,GenUseLDCRCC,GenRLDCRCC,GenXLDCRCC,GenMVABase,GenZR,GenZX,GenStepR,GenStepX,GenStepTap,TSGovRespLimit,GenUnitType:1,AreaNum,ZoneNum,BANumber,OwnerNum,OwnPercent,OwnerNum:1,OwnPercent:1,OwnerNum:2,OwnPercent:2,OwnerNum:3,OwnPercent:3,OwnerNum:4,OwnPercent:4,OwnerNum:5,OwnPercent:5,OwnerNum:6,OwnPercent:6,OwnerNum:7,OwnPercent:7,EMSType,EMSDeviceID,DataMaintainerAssign,AllLabels,GenUnitType,GenTotalFixedCosts,GenCostModel,GenFuelType,GenFuelCost,GenFixedCost,GenIOD,GenIOC,GenIOB
0,10683,1,Open,1.04644513130187988000,10680,100.00000,NO ,159.27000427246093800000,0.00000000000000000000,159.27000045776367200000,52.00999975204467770000,YES,YES,0.00000000000000000000,61.15999817848205570000,-7.80000016093254089000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,207.73585510253906200000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
1,10684,1,Closed,1.04644513130187988000,10680,100.00000,NO ,159.26666259765625000000,85.28756499290466310000,159.26666259765625000000,32.41094648838043210000,YES,YES,58.95122289657592770000,61.15840077400207520000,-7.80406668782234192000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,201.13153076171875000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
2,10685,1,Closed,1.04644513130187988000,10680,100.00000,NO ,159.26666259765625000000,138.64549398422241200000,159.26666259765625000000,56.05660080909729000000,YES,YES,58.95122885704040530000,61.15840077400207520000,-7.80406668782234192000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,217.35986328125000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
3,10686,1,Open,1.04644513130187988000,10680,100.00000,NO ,159.26666259765625000000,115.54032564163208000000,159.26666259765625000000,56.03806972503662110000,YES,YES,0.00000000000000000000,61.15840077400207520000,-7.80406668782234192000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,214.15097045898437500000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
4,10687,1,Closed,1.04644513130187988000,10680,100.00000,NO ,159.26666259765625000000,120.63000202178955100000,159.26666259765625000000,39.98842537403106690000,YES,YES,58.95122289657592770000,61.15840077400207520000,-7.80406668782234192000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,188.07597351074218800000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
5,10688,1,Closed,1.04644513130187988000,10680,100.00000,NO ,159.26666259765625000000,109.92761850357055700000,159.26666259765625000000,19.93010044097900390000,YES,YES,58.95122885704040530000,61.15840077400207520000,-7.80406668782234192000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,201.28126525878906200000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
6,10689,1,Closed,1.05353915691375732000,10681,100.00000,NO ,12.89999961853027340000,9.01539996266365051000,12.89999932050704960000,1.99809223413467407000,YES,YES,4.95360009372234344000,4.95360009372234344000,-0.63209999352693557700,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,12.89999961853027340000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
7,10691,1,Closed,1.04999995231628418000,10690,100.00000,NO ,98.90000152587890620000,59.72195863723754880000,98.90000224113464360000,16.64894223213195800000,YES,YES,21.06570005416870120000,21.06570005416870120000,-14.24160003662109380000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,98.92404937744140620000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
8,10694,1,Closed,1.04400610923767090000,10693,100.00000,NO ,35.00000000000000000000,23.01511913537979130000,34.99999940395355220000,3.83886694908142090000,YES,YES,4.19042892754077911000,13.43999952077865600000,-1.71499997377395630000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,35.07635498046875000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
9,10695,1,Closed,1.04400610923767090000,10693,100.00000,NO ,35.00000000000000000000,25.54846405982971190000,34.99999940395355220000,13.69715631008148190000,YES,YES,4.19042930006980896000,13.43999952077865600000,-1.71499997377395630000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,41.35771560668945310000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
10,10699,1,Closed,1.02507996559143066000,10697,100.00000,NO ,100.69999694824218800000,79.42000031471252440000,100.69999694824218800000,13.15000057220458980000,YES,YES,-14.49999958276748660000,21.44999951124191280000,-14.49999958276748660000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,120.64115905761718800000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
11,10703,1,Closed,1.04299998283386230000,10702,100.00000,NO ,136.30000305175781200000,136.30000352859497100000,136.30000352859497100000,43.06256771087646480000,YES,YES,25.92129409313201900000,29.03189957141876220000,-19.62720006704330440000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,174.63916015625000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Wind,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
12,10710,1,Closed,1.02605998516082764000,10707,100.00000,NO ,216.60000610351562500000,171.15999460220336900000,216.59998893737793000000,77.74999737739562990000,YES,YES,-10.61000004410743710000,83.17000269889831540000,-10.61000004410743710000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,238.47879028320312500000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
13,10711,1,Closed,1.02605998516082764000,10707,100.00000,NO ,216.60000610351562500000,189.67334032058715800000,216.59998893737793000000,69.15748715400695800000,YES,YES,-10.61339974403381350000,83.17440152168273930000,-10.61339974403381350000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,219.83044433593750000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
14,10712,1,Closed,1.02605998516082764000,10707,100.00000,NO ,216.60000610351562500000,135.95000505447387700000,216.59998893737793000000,52.06000208854675290000,YES,YES,-10.61000004410743710000,83.17000269889831540000,-10.61000004410743710000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,219.91734313964843800000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
15,10713,1,Closed,1.02605998516082764000,10707,100.00000,NO ,216.60000610351562500000,189.37000036239624000000,216.59998893737793000000,81.02999925613403320000,YES,YES,-10.61000004410743710000,83.17000269889831540000,-10.61000004410743710000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,259.92660522460937500000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
16,10714,1,Open,1.02605998516082764000,10707,100.00000,NO ,216.60000610351562500000,0.00000000000000000000,216.59998893737793000000,42.73000061511993410000,YES,YES,0.00000000000000000000,83.17000269889831540000,-10.61000004410743710000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,235.85372924804687500000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
17,10715,1,Closed,1.02605998516082764000,10707,100.00000,NO ,216.60000610351562500000,172.42996692657470700000,216.59998893737793000000,92.19796061515808110000,YES,YES,-10.61339974403381350000,83.17440152168273930000,-10.61339974403381350000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,279.75006103515625000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
18,10722,1,Open,1.04400002956390381000,10717,100.00000,NO ,104.90000152587890600000,77.84112095832824710000,104.90000247955322300000,32.77722597122192380000,YES,YES,0.00000000000000000000,40.28159976005554200000,-5.14010004699230194000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,131.39976501464843800000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
19,10723,1,Closed,1.04480004310607910000,10717,100.00000,NO ,104.90000152587890600000,82.24854469299316410000,104.90000247955322300000,41.80569946765899660000,YES,YES,40.28159976005554200000,40.28159976005554200000,-5.14010004699230194000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,152.84390258789062500000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
20,10724,1,Closed,1.04480004310607910000,10717,100.00000,NO ,104.90000152587890600000,104.90000247955322300000,104.90000247955322300000,11.52622550725936890000,YES,YES,40.28159976005554200000,40.28159976005554200000,-5.14010004699230194000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,115.75878143310546900000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
21,10725,1,Closed,1.04480004310607910000,10717,100.00000,NO ,104.90000152587890600000,71.28971219062805180000,104.90000247955322300000,16.17015749216079710000,YES,YES,40.28159976005554200000,40.28159976005554200000,-5.14010004699230194000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,116.26563262939453100000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
22,10726,1,Closed,1.04480004310607910000,10717,100.00000,NO ,104.90000152587890600000,71.08107805252075200000,104.90000247955322300000,31.85951113700866700000,YES,YES,40.28159976005554200000,40.28159976005554200000,-5.14010004699230194000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,106.55775451660156200000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
23,10727,1,Open,1.04400002956390381000,10717,100.00000,NO ,104.90000152587890600000,70.16029357910156250000,104.90000247955322300000,28.25399339199066160000,YES,YES,0.00000000000000000000,40.28159976005554200000,-5.14010004699230194000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,122.58642578125000000000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
24,10728,1,Closed,1.01772999763488770000,10728,100.00000,NO ,27.95000076293945310000,23.81320744752883910000,27.95000076293945310000,13.76034319400787350000,YES,YES,-1.36954998597502708000,10.73279976844787600000,-1.36954998597502708000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,32.26691055297851560000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
25,10728,2,Open,1.01772999763488770000,10728,100.00000,NO ,27.95000076293945310000,0.00000000000000000000,27.95000076293945310000,6.97999969124794006000,YES,YES,0.00000000000000000000,10.72999984025955200000,-1.37000000104308128000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,35.80320739746093750000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
26,10729,1,Open,1.01331996917724609000,10729,100.00000,NO ,27.95000076293945310000,0.00000000000000000000,27.95000076293945310000,6.03000000119209290000,YES,YES,0.00000000000000000000,10.72999984025955200000,-1.37000000104308128000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,27.95000076293945310000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
27,10729,2,Closed,1.01331996917724609000,10729,100.00000,NO ,27.95000076293945310000,20.45946419239044190000,27.95000076293945310000,13.48070502281188960000,YES,YES,-1.36954998597502708000,10.73279976844787600000,-1.36954998597502708000,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,32.33009338378906250000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
28,10731,1,Open,1.01724004745483398000,10731,100.00000,NO ,16.92000007629394530000,0.00000000000000000000,16.92000031471252440000,5.64000010490417480000,YES,YES,0.00000000000000000000,6.49999976158142090000,-0.82999998703598976100,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,18.62073707580566410000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
29,10731,2,Open,1.01724004745483398000,10731,100.00000,NO ,16.92000007629394530000,14.98884856700897220000,16.92000031471252440000,6.86350390315055847000,YES,YES,0.00000000000000000000,6.49728029966354370000,-0.82908002659678459200,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,21.24723625183105470000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
30,10731,3,Open,1.01724004745483398000,10731,100.00000,NO ,16.92000007629394530000,16.92000031471252440000,16.92000031471252440000,3.04222237318754196000,YES,YES,0.00000000000000000000,6.49728029966354370000,-0.82908002659678459200,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,16.92000007629394530000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
31,10731,4,Closed,1.01724004745483398000,10731,100.00000,NO ,16.92000007629394530000,9.83000025153160095000,16.92000031471252440000,4.01000007987022400000,YES,YES,-0.82999998703598976100,6.49999976158142090000,-0.82999998703598976100,NO ,None,1.00000000000000000000,NO,0.000000,0.000100,19.88595771789550780000,0.00000000000000000000,1.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1.00000000000000000000,Normal,UN,1,1,1,1,100.000,UN (Unknown),0.000000,Cubic,Hydro,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,
