,BusNum,BusNum:1,LineCircuit,BranchDeviceType,ConsolidateBranch,LineStatus,NormLineStatus,SeriesCapStatus,LineMeter:1,LineR,LineX,LineC,LineG,LineLength,LineMonEle,LSName,LineAMVA,LineAMVA:1,LineAMVA:2,LineAMVA:3,LineAMVA:4,LineAMVA:5,LineAMVA:6,LineAMVA:7,LineAMVA:8,LineAMVA:9,LineAMVA:10,LineAMVA:11,LineAMVA:12,LineAMVA:13,LineAMVA:14,OwnerNum,OwnPercent,OwnerNum:1,OwnPercent:1,OwnerNum:2,OwnPercent:2,OwnerNum:3,OwnPercent:3,OwnerNum:4,OwnPercent:4,OwnerNum:5,OwnPercent:5,OwnerNum:6,OwnPercent:6,OwnerNum:7,OwnPercent:7,EMSType,EMSDeviceID,EMSDeviceID:1,EMSType:1,EMSDeviceID:2,EMSDeviceID:3,DataMaintainerAssign,AllLabels
0,10002,10001,1,Line,Closed,Closed,NO,10002,0.05747377127408981320,0.29787397384643554700,0.04556677490472793580,0.00000000000000000000,46.80445861816406250000,YES,Default,185.33316850662231400000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
1,10011,10001,1,Line,Closed,Closed,NO,10011,0.02789526619017124180,0.20098562538623809800,0.06270577013492584230,0.00000000000000000000,48.11766052246093750000,YES,Default,167.87661314010620100000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
2,10014,10002,1,Line,Closed,Closed,NO,10014,0.02828648686408996580,0.13295403122901916500,0.07204524427652359010,0.00000000000000000000,46.37033462524414060000,YES,Default,207.42776393890380900000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
3,10004,10003,1,Line,Closed,Closed,NO,10004,0.01209918409585952760,0.07328844815492630000,0.01171450596302747730,0.00000000000000000000,13.71016788482666020000,YES,Default,170.66966295242309600000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
4,10003,10010,1,Line,Closed,Closed,NO,10003,0.01242306828498840330,0.07912702113389968870,0.01765771210193634030,0.00000000000000000000,15.82609939575195310000,YES,Default,201.53603553771972700000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
5,10937,10003,1,Line,Closed,Closed,NO,10937,0.00951553415507078171,0.05018944293260574340,0.02743577957153320310,0.00000000000000000000,15.49691677093505860000,YES,Default,211.80021762847900400000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
6,10004,10005,1,Line,Closed,Closed,NO,10004,0.00020123358990531415,0.00117275828961282968,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,YES,Default,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
7,10004,10937,1,Line,Closed,Closed,NO,10004,0.01948185637593269350,0.10064258426427841200,0.02120798639953136440,0.00000000000000000000,21.85168457031250000000,YES,Default,195.09594440460205100000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
8,10006,10007,1,Line,Closed,Closed,NO,10006,0.00027187660452909768,0.00113675231114029884,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,YES,Default,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
9,10008,10007,1,Line,Closed,Closed,NO,10008,0.00871038902550935745,0.06555712968111038210,0.01559571642428636550,0.00000000000000000000,14.64088439941406250000,YES,Default,212.33518123626709000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1,100.00000000000000000000,,,,,,,,,,,,,,,,,,,,,,,
